bank_id,date,amount,description,company,reference,ledger_id
B00525,2026-06-19,193.89,PAYMENT QUORUM LEGAL ADVISORS REF INV-82923,Quorum Legal Advisors,INV-82923,BANK-0610
B00844,2026-05-03,9613.03,WIRE RECEIVED FENWICK OFFICE SOLUTIONS REF INV-85701,Fenwick Office Solutions,INV-85701,BANK-0611
B00099,2026-05-12,246.01,PAYMENT GLACIER POINT BANK REF INV-46559,Glacier Point Bank,INV-46559,BANK-0612
B00368,2026-05-05,29436.38,PAYMENT EVERLINE MANUFACTURING REF INV-33508,Everline Manufacturing,INV-33508,BANK-0613
B00135,2026-07-05,22261.37,PAYMENT HOLLOW CREEK FARMS REF INV-27892,Hollow Creek Farms,INV-27892,BANK-0614
B00318,2026-05-21,779.56,PAYMENT YELLOWBRICK MEDIA REF INV-63138,Yellowbrick Media,INV-63138,BANK-0615
B00443,2026-06-07,3231.17,PAYMENT TRAILMARK EQUIPMENT RENTAL REF INV-94694,Trailmark Equipment Rental,INV-94694,BANK-0616
B00503,2026-05-22,3854.04,PAYMENT IVY & OAK PRINT SHOP REF INV-93386,Ivy & Oak Print Shop,INV-93386,BANK-0617
B00306,2026-07-27,73.62,PAYMENT OAKSTONE REALTY HOLDINGS REF INV-28018,Oakstone Realty Holdings,INV-28018,BANK-0618
B00124,2026-07-15,35343.43,PAYMENT QUORUM LEGAL ADVISORS REF INV-12719,Quorum Legal Advisors,INV-12719,BANK-0619
B00659,2026-07-12,12165.01,PAYMENT KESTREL MARKETING GROUP REF INV-96430,Kestrel Marketing Group,INV-96430,BANK-0620
B00666,2026-05-10,52.97,PAYMENT PRAIRIE WIND ENERGY REF INV-77441,Prairie Wind Energy,INV-77441,BANK-0621
B00413,2026-06-26,27127.66,PAYMENT JASPER METALS CORP REF INV-74054,Jasper Metals Corp,INV-74054,BANK-0622
B00984,2026-07-07,818.14,PAYMENT AURORA TEXTILES LTD REF INV-14287 (DUP),Aurora Textiles Ltd,INV-14287,BANK-0623
B00167,2026-07-29,35171.88,PAYMENT LAKESIDE PROPERTY MGMT REF INV-80804,Lakeside Property Mgmt,INV-80804,BANK-0624
B00214,2026-06-27,194.69,PAYMENT MERIDIAN SOFTWARE INC REF INV-23566,Meridian Software Inc,INV-23566,BANK-0625
B00865,2026-06-06,498.17,WIRE RECEIVED MARROW FITNESS STUDIOS REF INV-14087,Marrow Fitness Studios,INV-14087,BANK-0626
B01024,2026-05-18,202.41,PAYMENTF OXGLOVE DESIGN CO REF INV-98867,,,BANK-0627
B00632,2026-05-13,183.4,PAYMENT CEDAR & VINE SUPPLY CO REF INV-31940,Cedar & Vine Supply Co,INV-31940,BANK-0628
B01002,2026-06-06,451.36,PAYMENT MERIDIAN SOFTWARE INC REF INV-20085 (DUP),Meridian Software Inc,INV-20085,BANK-0629
B00183,2026-06-22,374.38,PAYMENT MARROW FITNESS STUDIOS REF INV-54424,Marrow Fitness Studios,INV-54424,BANK-0630
B00978,2026-07-25,3414.38,PAYMENT WESTGATE FACILITIES MGMT REF INV-49955 (DUP),Westgate Facilities Mgmt,INV-49955,BANK-0631
B00409,2026-06-23,2179.88,PAYMENT TRAILMARK EQUIPMENT RENTAL REF INV-88174,Trailmark Equipment Rental,INV-88174,BANK-0632
B00095,2026-06-14,412.49,PAYMENT PRAIRIE WIND ENERGY REF INV-79827,Prairie Wind Energy,INV-79827,BANK-0633
B00761,2026-05-15,26062.66,PAYMENT IVY & OAK PRINT SHOP REF INV-83140,Ivy & Oak Print Shop,INV-83140,BANK-0634
B00930,2026-07-20,685.62,PARTIAL PMT EVERLINE MANUFACTURING REF INV-16003,Everline Manufacturing,INV-16003,BANK-0635
B01015,2026-05-22,712.94,PAYMENT SOLACE HEALTH SYSTEMS REF INV-91085,Solace Health Systems,INV-91085,BANK-0636
B00073,2026-07-29,30905.19,PAYMENT EVERLINE MANUFACTURING REF INV-60328,Everline Manufacturing,INV-60328,BANK-0637
B00057,2026-06-01,35145.82,PAYMENT VANTERRA CHEMICALS REF INV-44970,Vanterra Chemicals,INV-44970,BANK-0638
B00331,2026-06-20,10338.49,PAYMENT LAKESIDE PROPERTY MGMT REF INV-79316,Lakeside Property Mgmt,INV-79316,BANK-0639
B00729,2026-07-09,3485.97,PAYMENT KESTREL MARKETING GROUP REF INV-80855,Kestrel Marketing Group,INV-80855,BANK-0640
B00050,2026-06-02,3354.07,PAYMENT VANTERRA CHEMICALS REF INV-16658,Vanterra Chemicals,INV-16658,BANK-0641
B00217,2026-05-09,735.64,PAYMENT VANTERRA CHEMICALS REF INV-53213,Vanterra Chemicals,INV-53213,BANK-0642
B00133,2026-06-29,56.15,PAYMENT MARROW FITNESS STUDIOS REF INV-25396,Marrow Fitness Studios,INV-25396,BANK-0643
B00583,2026-05-12,4525.37,PAYMENT KESTREL MARKETING GROUP REF INV-58840,Kestrel Marketing Group,INV-58840,BANK-0644
B00333,2026-06-14,2206.74,PAYMENT LAKESIDE PROPERTY MGMT REF INV-30332,Lakeside Property Mgmt,INV-30332,BANK-0645
B00464,2026-06-08,14030.2,PAYMENT FENWICK OFFICE SOLUTIONS REF INV-91620,Fenwick Office Solutions,INV-91620,BANK-0646
B00638,2026-07-14,32825.72,PAYMENT HARBOR STATE INSURANCE REF INV-15965,Harbor State Insurance,INV-15965,BANK-0647
B00045,2026-05-10,54.19,PAYMENT EVERLINE MANUFACTURING REF INV-80468,Everline Manufacturing,INV-80468,BANK-0648
B00338,2026-07-16,30924.97,PAYMENT SOLACE HEALTH SYSTEMS REF INV-98150,Solace Health Systems,INV-98150,BANK-0649
B00824,2026-05-05,25476.31,WIRE RECEIVED NIGHTSHADE SECURITY REF INV-22206,Nightshade Security,INV-22206,BANK-0650
B00892,2026-07-20,1201.37,PARTIAL PMT GRANITE POINT CONSULTING REF INV-95467,Granite Point Consulting,INV-95467,BANK-0651
B00276,2026-07-17,2370.3,PAYMENT DELTA FREIGHT PARTNERS REF INV-28830,Delta Freight Partners,INV-28830,BANK-0652
B00908,2026-07-21,81.77,PARTIAL PMT QUORUM LEGAL ADVISORS REF INV-61463,Quorum Legal Advisors,INV-61463,BANK-0653
B00835,2026-05-08,2883.73,WIRE RECEIVED GLACIER POINT BANK REF INV-78298,Glacier Point Bank,INV-78298,BANK-0654
B00492,2026-05-04,21145.24,PAYMENT ORCHARD GROVE BAKERY REF INV-56095,Orchard Grove Bakery,INV-56095,BANK-0655
B00472,2026-06-11,22682.87,PAYMENT QUORUM LEGAL ADVISORS REF INV-51688,Quorum Legal Advisors,INV-51688,BANK-0656
B00084,2026-05-04,2697.03,PAYMENT PRAIRIE WIND ENERGY REF INV-60968,Prairie Wind Energy,INV-60968,BANK-0657
B01004,2026-05-27,124.14,PAYMENT GRANITE POINT CONSULTING REF INV-78247 (DUP),Granite Point Consulting,INV-78247,BANK-0658
B00158,2026-06-23,1091.35,PAYMENT ORCHARD GROVE BAKERY REF INV-33021,Orchard Grove Bakery,INV-33021,BANK-0659
B00836,2026-07-27,295.35,WIRE RECEIVED TRAILMARK EQUIPMENT RENTAL REF INV-53479,Trailmark Equipment Rental,INV-53479,BANK-0660
B00109,2026-05-17,5636.68,PAYMENT SOLACE HEALTH SYSTEMS REF INV-45954,Solace Health Systems,INV-45954,BANK-0661
B00605,2026-07-01,47088.87,PAYMENT AURORA TEXTILES LTD REF INV-76628,Aurora Textiles Ltd,INV-76628,BANK-0662
B00383,2026-05-26,27311.11,PAYMENT QUORUM LEGAL ADVISORS REF INV-70012,Quorum Legal Advisors,INV-70012,BANK-0663
B00404,2026-06-05,316.49,PAYMENT FOXGLOVE DESIGN CO REF INV-18200,Foxglove Design Co,INV-18200,BANK-0664
B00990,2026-06-16,2145.16,PAYMENT DELTA FREIGHT PARTNERS REF INV-32972 (DUP),Delta Freight Partners,INV-32972,BANK-0665
B00292,2026-07-28,993.22,PAYMENT YELLOWBRICK MEDIA REF INV-92478,Yellowbrick Media,INV-92478,BANK-0666
B00027,2026-06-27,24714.5,PAYMENT COBALT FREIGHT LINES REF INV-25860,Cobalt Freight Lines,INV-25860,BANK-0667
B00337,2026-05-18,247.53,PAYMENT COBALT FREIGHT LINES REF INV-76046,Cobalt Freight Lines,INV-76046,BANK-0668
B00097,2026-07-30,2129.85,PAYMENT GRANITE POINT CONSULTING REF INV-30052,Granite Point Consulting,INV-30052,BANK-0669
B00511,2026-05-27,2453.9,PAYMENT KESTREL MARKETING GROUP REF INV-34901,Kestrel Marketing Group,INV-34901,BANK-0670
B00253,2026-07-18,690.6,PAYMENT FOXGLOVE DESIGN CO REF INV-67008,Foxglove Design Co,INV-67008,BANK-0671
B00079,2026-06-12,848.68,PAYMENT PINEHILL DISTRIBUTORS REF INV-51904,Pinehill Distributors,INV-51904,BANK-0672
B00427,2026-06-28,311.88,PAYMENT UMBRA DIGITAL STUDIO REF INV-93209,Umbra Digital Studio,INV-93209,BANK-0673
B00686,2026-06-09,2165.96,PAYMENT MARROW FITNESS STUDIOS REF INV-85713,Marrow Fitness Studios,INV-85713,BANK-0674
B01044,2026-06-24,359.62,PAYMENT JUNCTION ANALYTICS REF I,,INV-24643,BANK-0675
B00838,2026-06-10,2227.78,WIRE RECEIVED KESTREL MARKETING GROUP REF INV-14145,Kestrel Marketing Group,INV-14145,BANK-0676
B00005,2026-05-12,175.04,PAYMENT VANTERRA CHEMICALS REF INV-59797,Vanterra Chemicals,INV-59797,BANK-0677
B00598,2026-07-16,19938.77,PAYMENT DELTA FREIGHT PARTNERS REF INV-72014,Delta Freight Partners,INV-72014,BANK-0678
B00788,2026-07-30,387.66,PAYMENT KINGFISHER CABLE CO REF INV-59362,Kingfisher Cable Co,INV-59362,BANK-0679
B00600,2026-06-17,18139.26,PAYMENT WESTGATE FACILITIES MGMT REF INV-23935,Westgate Facilities Mgmt,INV-23935,BANK-0680
B00680,2026-07-29,31507.16,PAYMENT HOLLOW CREEK FARMS REF INV-85513,Hollow Creek Farms,INV-85513,BANK-0681
B00577,2026-05-06,487.9,PAYMENT KINGFISHER CABLE CO REF INV-81845,Kingfisher Cable Co,INV-81845,BANK-0682
B00280,2026-05-21,416.07,PAYMENT KESTREL MARKETING GROUP REF INV-75308,Kestrel Marketing Group,INV-75308,BANK-0683
B01035,2026-06-03,2127.92,PAYMENT EVERLINE MANUFACTURINGR EF INV-92312,,INV-92312,BANK-0684
B00853,2026-05-04,3476.35,WIRE RECEIVED LUMEN ENERGY SERVICES REF INV-18567,Lumen Energy Services,INV-18567,BANK-0685
B00914,2026-07-16,839.03,PARTIAL PMT CEDAR & VINE SUPPLY CO REF INV-10485,Cedar & Vine Supply Co,INV-10485,BANK-0686
B00291,2026-06-30,2895.53,PAYMENT JASPER METALS CORP REF INV-12180,Jasper Metals Corp,INV-12180,BANK-0687
B00829,2026-07-18,2810.02,WIRE RECEIVED REDSTONE CONTRACTING REF INV-40503,Redstone Contracting,INV-40503,BANK-0688
B00096,2026-06-23,347.68,PAYMENT EMBERLINE FOODS REF INV-74251,Emberline Foods,INV-74251,BANK-0689
B00358,2026-06-17,1179.63,PAYMENT OAKSTONE REALTY HOLDINGS REF INV-17923,Oakstone Realty Holdings,INV-17923,BANK-0690
B00127,2026-06-12,233.76,PAYMENT WESTGATE FACILITIES MGMT REF INV-63955,Westgate Facilities Mgmt,INV-63955,BANK-0691
B00152,2026-05-26,2409.39,PAYMENT TRAILMARK EQUIPMENT RENTAL REF INV-60422,Trailmark Equipment Rental,INV-60422,BANK-0692
B00116,2026-07-20,77.1,PAYMENT REDSTONE CONTRACTING REF INV-37659,Redstone Contracting,INV-37659,BANK-0693
B00748,2026-05-30,359.78,PAYMENT HOLLOW CREEK FARMS REF INV-21980,Hollow Creek Farms,INV-21980,BANK-0694
B00469,2026-07-29,1541.63,PAYMENT FENWICK OFFICE SOLUTIONS REF INV-58823,Fenwick Office Solutions,INV-58823,BANK-0695
B00497,2026-07-15,2181.16,PAYMENT YELLOWBRICK MEDIA REF INV-23242,Yellowbrick Media,INV-23242,BANK-0696
B00575,2026-07-05,171.49,PAYMENT KINGFISHER CABLE CO REF INV-90962,Kingfisher Cable Co,INV-90962,BANK-0697
B00366,2026-07-07,340.21,PAYMENT EMBERLINE FOODS REF INV-15577,Emberline Foods,INV-15577,BANK-0698
B00453,2026-07-24,7476.29,PAYMENT EMBERLINE FOODS REF INV-33022,Emberline Foods,INV-33022,BANK-0699
B00042,2026-07-19,473.72,PAYMENT HARBOR STATE INSURANCE REF INV-20745,Harbor State Insurance,INV-20745,BANK-0700
B00823,2026-07-29,35220.26,WIRE RECEIVED GRANITE POINT CONSULTING REF INV-87983,Granite Point Consulting,INV-87983,BANK-0701
B00119,2026-07-15,16904.96,PAYMENT GLACIER POINT BANK REF INV-96662,Glacier Point Bank,INV-96662,BANK-0702
B00723,2026-08-05,1526.98,PAYMENT FENWICK OFFICE SOLUTIONS REF INV-89349,Fenwick Office Solutions,INV-89349,BANK-0703
B00479,2026-06-21,77.75,PAYMENT AURORA TEXTILES LTD REF INV-58790,Aurora Textiles Ltd,INV-58790,BANK-0704
B00168,2026-05-13,44843.62,PAYMENT DRIFTWOOD CAFÉ GROUP REF INV-74139,Driftwood Café Group,INV-74139,BANK-0705
B00738,2026-06-13,327.98,PAYMENT GLACIER POINT BANK REF INV-29942,Glacier Point Bank,INV-29942,BANK-0706
B00482,2026-06-20,24492.04,PAYMENT GLACIER POINT BANK REF INV-75028,Glacier Point Bank,INV-75028,BANK-0707
B00037,2026-06-03,1240.87,PAYMENT COBALT FREIGHT LINES REF INV-69638,Cobalt Freight Lines,INV-69638,BANK-0708
B00188,2026-05-20,320.18,PAYMENT SOLACE HEALTH SYSTEMS REF INV-96079,Solace Health Systems,INV-96079,BANK-0709
B00236,2026-07-18,1124.57,PAYMENT HOLLOW CREEK FARMS REF INV-10688,Hollow Creek Farms,INV-10688,BANK-0710
B01007,2026-05-03,249.74,PAYMENT DRIFTWOOD CAFÉ GROUP REF INV-40451,Driftwood Café Group,INV-40451,BANK-0711
B00846,2026-05-14,10130.25,WIRE RECEIVED HARBOR STATE INSURANCE REF INV-37076,Harbor State Insurance,INV-37076,BANK-0712
B01059,2026-07-05,3500.05,REFUND - UNSPECIFIED,Cobalt Freight Lines,,BANK-0713
B00055,2026-07-19,2091.55,PAYMENT PINEHILL DISTRIBUTORS REF INV-30257,Pinehill Distributors,INV-30257,BANK-0714
B00451,2026-07-22,42553.69,PAYMENT UMBRA DIGITAL STUDIO REF INV-18665,Umbra Digital Studio,INV-18665,BANK-0715
B00652,2026-06-15,1992.03,PAYMENT IRONWOOD MATERIALS REF INV-50038,Ironwood Materials,INV-50038,BANK-0716
B00674,2026-05-22,1318.48,PAYMENT ORCHARD GROVE BAKERY REF INV-99861,Orchard Grove Bakery,INV-99861,BANK-0717
B00570,2026-07-04,38033.45,PAYMENT OAKSTONE REALTY HOLDINGS REF INV-32149,Oakstone Realty Holdings,INV-32149,BANK-0718
B00155,2026-07-17,385.33,PAYMENT PRAIRIE WIND ENERGY REF INV-56179,Prairie Wind Energy,INV-56179,BANK-0719
B00980,2026-06-28,366.49,PAYMENT KESTREL MARKETING GROUP REF INV-70786 (DUP),Kestrel Marketing Group,INV-70786,BANK-0720
B00324,2026-05-15,1240.42,PAYMENT NIGHTSHADE SECURITY REF INV-99167,Nightshade Security,INV-99167,BANK-0721
B00169,2026-05-28,4781.85,PAYMENT REDSTONE CONTRACTING REF INV-68115,Redstone Contracting,INV-68115,BANK-0722
B01043,2026-05-04,4865.5,PAYMENT PRAIRIE WIND ENERGY REF IN,,INV-25544,BANK-0723
B00839,2026-06-08,2707.37,WIRE RECEIVED RIVERBEND HARDWARE REF INV-38329,Riverbend Hardware,INV-38329,BANK-0724
B00530,2026-07-17,23133.83,PAYMENT PRAIRIE WIND ENERGY REF INV-99235,Prairie Wind Energy,INV-99235,BANK-0725
B00271,2026-07-14,33844.43,PAYMENT TRAILMARK EQUIPMENT RENTAL REF INV-30210,Trailmark Equipment Rental,INV-30210,BANK-0726
B00628,2026-05-02,38846.02,PAYMENT KINGFISHER CABLE CO REF INV-25036,Kingfisher Cable Co,INV-25036,BANK-0727
B00270,2026-06-05,33577.57,PAYMENT SOLACE HEALTH SYSTEMS REF INV-26406,Solace Health Systems,INV-26406,BANK-0728
B00816,2026-07-24,2192.07,WIRE RECEIVED KESTREL MARKETING GROUP REF INV-29672,Kestrel Marketing Group,INV-29672,BANK-0729
B00441,2026-07-22,1915.27,PAYMENT WESTGATE FACILITIES MGMT REF INV-21042,Westgate Facilities Mgmt,INV-21042,BANK-0730
B00370,2026-07-26,1582.12,PAYMENT TRAILMARK EQUIPMENT RENTAL REF INV-80852,Trailmark Equipment Rental,INV-80852,BANK-0731
B01058,2026-07-15,37107.22,REFUND - UNSPECIFIED,Emberline Foods,,BANK-0732
B00512,2026-07-24,3749.17,PAYMENT DRIFTWOOD CAFÉ GROUP REF INV-46899,Driftwood Café Group,INV-46899,BANK-0733
B01063,2026-07-03,14086.93,TRANSFER FROM KINGFISHER CABLE CO,Kingfisher Cable Co,,BANK-0734
B00046,2026-06-01,277.65,PAYMENT NORTHFIELD PACKAGING REF INV-58434,Northfield Packaging,INV-58434,BANK-0735
B00321,2026-07-25,46075.86,PAYMENT PRAIRIE WIND ENERGY REF INV-38627,Prairie Wind Energy,INV-38627,BANK-0736
B00120,2026-05-19,2950.53,PAYMENT MERIDIAN SOFTWARE INC REF INV-19359,Meridian Software Inc,INV-19359,BANK-0737
B00751,2026-06-25,13683.44,PAYMENT WESTGATE FACILITIES MGMT REF INV-27659,Westgate Facilities Mgmt,INV-27659,BANK-0738
B00146,2026-07-30,9429.94,PAYMENT OAKSTONE REALTY HOLDINGS REF INV-23173,Oakstone Realty Holdings,INV-23173,BANK-0739
B00444,2026-05-15,4072.0,PAYMENT DELTA FREIGHT PARTNERS REF INV-41599,Delta Freight Partners,INV-41599,BANK-0740
B00544,2026-05-29,460.18,PAYMENT HOLLOW CREEK FARMS REF INV-43081,Hollow Creek Farms,INV-43081,BANK-0741
B00728,2026-05-21,17787.89,PAYMENT ZENITH INDUSTRIAL SUPPLY REF INV-79041,Zenith Industrial Supply,INV-79041,BANK-0742
B00963,2026-07-21,392.15,PAYMENT KESTREL MARKETING GROUP REF INV-90154,Kestrel Marketing Group,INV-90154,BANK-0743
B00966,2026-07-06,2987.4,PAYMENT KESTREL MARKETING GROUP REF INV-74122 (DUP),Kestrel Marketing Group,INV-74122,BANK-0744
B00926,2026-05-05,196.68,PARTIAL PMT IVY & OAK PRINT SHOP REF INV-54470,Ivy & Oak Print Shop,INV-54470,BANK-0745
B00480,2026-05-09,312.05,PAYMENT FENWICK OFFICE SOLUTIONS REF INV-35919,Fenwick Office Solutions,INV-35919,BANK-0746
B00348,2026-06-01,4829.35,PAYMENT NORTHFIELD PACKAGING REF INV-89220,Northfield Packaging,INV-89220,BANK-0747
B01027,2026-05-08,32142.73,PAYM JASP META CORP REF INV-,,,BANK-0748
B01053,2026-05-29,3201.75,TRANSFER FROM ZENITH INDUSTRIAL SUPPLY,Zenith Industrial Supply,,BANK-0749
B00174,2026-05-19,4048.9,PAYMENT VANTERRA CHEMICALS REF INV-27038,Vanterra Chemicals,INV-27038,BANK-0750
B00986,2026-07-13,47574.3,PAYMENT SOLACE HEALTH SYSTEMS REF INV-37151 (DUP),Solace Health Systems,INV-37151,BANK-0751
B00184,2026-07-25,3783.26,PAYMENT GLACIER POINT BANK REF INV-43408,Glacier Point Bank,INV-43408,BANK-0752
B00595,2026-05-03,27381.8,PAYMENT IVY & OAK PRINT SHOP REF INV-23453,Ivy & Oak Print Shop,INV-23453,BANK-0753
B00043,2026-05-27,3043.52,PAYMENT DRIFTWOOD CAFÉ GROUP REF INV-97782,Driftwood Café Group,INV-97782,BANK-0754
B00573,2026-07-29,2211.14,PAYMENT HARBOR STATE INSURANCE REF INV-30070,Harbor State Insurance,INV-30070,BANK-0755
B00136,2026-06-04,23672.41,PAYMENT EVERLINE MANUFACTURING REF INV-10336,Everline Manufacturing,INV-10336,BANK-0756
B00380,2026-06-01,37617.97,PAYMENT SOLACE HEALTH SYSTEMS REF INV-84967,Solace Health Systems,INV-84967,BANK-0757
B01003,2026-05-27,124.14,PAYMENT GRANITE POINT CONSULTING REF INV-78247,Granite Point Consulting,INV-78247,BANK-0758
B00405,2026-05-26,4423.91,PAYMENT NIGHTSHADE SECURITY REF INV-69972,Nightshade Security,INV-69972,BANK-0759
B00310,2026-05-24,663.53,PAYMENT LUMEN ENERGY SERVICES REF INV-47941,Lumen Energy Services,INV-47941,BANK-0760
B00391,2026-06-24,34639.83,PAYMENT IRONWOOD MATERIALS REF INV-59412,Ironwood Materials,INV-59412,BANK-0761
B00635,2026-05-05,1191.9,PAYMENT EVERLINE MANUFACTURING REF INV-21471,Everline Manufacturing,INV-21471,BANK-0762
B00517,2026-06-27,224.39,PAYMENT LAKESIDE PROPERTY MGMT REF INV-15848,Lakeside Property Mgmt,INV-15848,BANK-0763
B01001,2026-06-06,451.36,PAYMENT MERIDIAN SOFTWARE INC REF INV-20085,Meridian Software Inc,INV-20085,BANK-0764
B00006,2026-06-28,211.54,PAYMENT GRANITE POINT CONSULTING REF INV-80284,Granite Point Consulting,INV-80284,BANK-0765
B00047,2026-07-23,36659.3,PAYMENT SOLACE HEALTH SYSTEMS REF INV-79329,Solace Health Systems,INV-79329,BANK-0766
B00767,2026-07-17,3199.62,PAYMENT KESTREL MARKETING GROUP REF INV-58722,Kestrel Marketing Group,INV-58722,BANK-0767
B00727,2026-05-23,9676.78,PAYMENT COBALT FREIGHT LINES REF INV-95830,Cobalt Freight Lines,INV-95830,BANK-0768
B00613,2026-05-02,4522.4,PAYMENT DRIFTWOOD CAFÉ GROUP REF INV-78515,Driftwood Café Group,INV-78515,BANK-0769
B00687,2026-05-16,11213.08,PAYMENT WESTGATE FACILITIES MGMT REF INV-40116,Westgate Facilities Mgmt,INV-40116,BANK-0770
B01014,2026-07-01,454.23,PAYMENT IRONWOOD MATERIALS REF INV-58745 (DUP),Ironwood Materials,INV-58745,BANK-0771
B00363,2026-05-29,30425.1,PAYMENT FENWICK OFFICE SOLUTIONS REF INV-49318,Fenwick Office Solutions,INV-49318,BANK-0772
B00949,2026-07-03,366.47,PARTIAL PMT RIVERBEND HARDWARE REF INV-33111,Riverbend Hardware,INV-33111,BANK-0773
B00241,2026-06-16,35069.67,PAYMENT PINEHILL DISTRIBUTORS REF INV-18870,Pinehill Distributors,INV-18870,BANK-0774
B00945,2026-06-08,22330.08,PARTIAL PMT PRAIRIE WIND ENERGY REF INV-55593,Prairie Wind Energy,INV-55593,BANK-0775
B00920,2026-06-07,2984.96,PARTIAL PMT YELLOWBRICK MEDIA REF INV-94907,Yellowbrick Media,INV-94907,BANK-0776
B00061,2026-05-15,229.86,PAYMENT JASPER METALS CORP REF INV-44237,Jasper Metals Corp,INV-44237,BANK-0777
B00571,2026-06-02,6681.35,PAYMENT HARBOR STATE INSURANCE REF INV-80088,Harbor State Insurance,INV-80088,BANK-0778
B00098,2026-07-08,34270.58,PAYMENT EMBERLINE FOODS REF INV-73372,Emberline Foods,INV-73372,BANK-0779
B00075,2026-06-01,25904.74,PAYMENT LUMEN ENERGY SERVICES REF INV-25906,Lumen Energy Services,INV-25906,BANK-0780
B00263,2026-05-18,407.16,PAYMENT LUMEN ENERGY SERVICES REF INV-41029,Lumen Energy Services,INV-41029,BANK-0781
B00612,2026-07-13,30302.61,PAYMENT UMBRA DIGITAL STUDIO REF INV-97445,Umbra Digital Studio,INV-97445,BANK-0782
B00754,2026-06-25,41873.83,PAYMENT EVERLINE MANUFACTURING REF INV-10094,Everline Manufacturing,INV-10094,BANK-0783
B00434,2026-07-01,243.15,PAYMENT OAKSTONE REALTY HOLDINGS REF INV-20215,Oakstone Realty Holdings,INV-20215,BANK-0784
B00726,2026-07-12,963.54,PAYMENT NORTHFIELD PACKAGING REF INV-13455,Northfield Packaging,INV-13455,BANK-0785
B00393,2026-07-16,36573.54,PAYMENT LAKESIDE PROPERTY MGMT REF INV-93647,Lakeside Property Mgmt,INV-93647,BANK-0786
B00830,2026-05-27,6051.12,WIRE RECEIVED SOLACE HEALTH SYSTEMS REF INV-90649,Solace Health Systems,INV-90649,BANK-0787
B00218,2026-07-17,16339.81,PAYMENT GRANITE POINT CONSULTING REF INV-29709,Granite Point Consulting,INV-29709,BANK-0788
B00969,2026-05-20,45132.02,PAYMENT PINEHILL DISTRIBUTORS REF INV-85196,Pinehill Distributors,INV-85196,BANK-0789
B00408,2026-05-16,3155.76,PAYMENT TRAILMARK EQUIPMENT RENTAL REF INV-41270,Trailmark Equipment Rental,INV-41270,BANK-0790
B00710,2026-07-01,64.65,PAYMENT LAKESIDE PROPERTY MGMT REF INV-77922,Lakeside Property Mgmt,INV-77922,BANK-0791
B00332,2026-06-08,377.54,PAYMENT IRONWOOD MATERIALS REF INV-70686,Ironwood Materials,INV-70686,BANK-0792
B00884,2026-07-04,193.12,PARTIAL PMT VANTERRA CHEMICALS REF INV-64125,Vanterra Chemicals,INV-64125,BANK-0793
B00481,2026-05-16,913.9,PAYMENT FOXGLOVE DESIGN CO REF INV-15596,Foxglove Design Co,INV-15596,BANK-0794
B00011,2026-07-21,1601.65,PAYMENT KESTREL MARKETING GROUP REF INV-83000,Kestrel Marketing Group,INV-83000,BANK-0795
B00088,2026-06-02,3925.53,PAYMENT GLACIER POINT BANK REF INV-20735,Glacier Point Bank,INV-20735,BANK-0796
B00470,2026-07-21,488.55,PAYMENT GLACIER POINT BANK REF INV-61688,Glacier Point Bank,INV-61688,BANK-0797
B00946,2026-06-09,25433.33,PARTIAL PMT PRAIRIE WIND ENERGY REF INV-55593,Prairie Wind Energy,INV-55593,BANK-0798
B00701,2026-08-05,3964.85,PAYMENT ZENITH INDUSTRIAL SUPPLY REF INV-86916,Zenith Industrial Supply,INV-86916,BANK-0799
B00597,2026-06-13,3030.5,PAYMENT TRAILMARK EQUIPMENT RENTAL REF INV-57624,Trailmark Equipment Rental,INV-57624,BANK-0800
B00379,2026-06-19,2993.99,PAYMENT BLUEPEAK LOGISTICS REF INV-11617,Bluepeak Logistics,INV-11617,BANK-0801
B00255,2026-05-19,280.89,PAYMENT YELLOWBRICK MEDIA REF INV-89635,Yellowbrick Media,INV-89635,BANK-0802
B00462,2026-05-29,217.76,PAYMENT NIGHTSHADE SECURITY REF INV-77603,Nightshade Security,INV-77603,BANK-0803
B00850,2026-07-08,41757.86,WIRE RECEIVED FOXGLOVE DESIGN CO REF INV-20295,Foxglove Design Co,INV-20295,BANK-0804
B00972,2026-07-04,49607.31,PAYMENT AURORA TEXTILES LTD REF INV-14406 (DUP),Aurora Textiles Ltd,INV-14406,BANK-0805
B00893,2026-06-29,565.01,PARTIAL PMT RIVERBEND HARDWARE REF INV-98511,Riverbend Hardware,INV-98511,BANK-0806
B00298,2026-06-15,28990.72,PAYMENT UMBRA DIGITAL STUDIO REF INV-98587,Umbra Digital Studio,INV-98587,BANK-0807
B00030,2026-07-13,157.1,PAYMENT JASPER METALS CORP REF INV-85525,Jasper Metals Corp,INV-85525,BANK-0808
B00150,2026-07-25,2575.17,PAYMENT ORCHARD GROVE BAKERY REF INV-11231,Orchard Grove Bakery,INV-11231,BANK-0809
B00419,2026-07-18,20778.39,PAYMENT NORTHFIELD PACKAGING REF INV-92938,Northfield Packaging,INV-92938,BANK-0810
B01051,2026-05-18,25965.58,TRANSFER FROM HARBOR STATE INSURANCE,Harbor State Insurance,,BANK-0811
B00429,2026-07-12,195.29,PAYMENT RIVERBEND HARDWARE REF INV-73614,Riverbend Hardware,INV-73614,BANK-0812
