ledger_id,date,amount,company,reference,status,bank_id,description
L00003,2026-06-23,34244.8,Prairie Wind Energy,INV-38893,paid,LEDGER-0829,INV-38893
L00662,2026-06-11,6795.71,Hollow Creek Farms,INV-23529,paid,LEDGER-0830,INV-23529
L00137,2026-07-02,31096.55,Solace Health Systems,INV-29476,paid,LEDGER-0831,INV-29476
L00709,2026-07-07,176.12,Jasper Metals Corp,INV-72694,paid,LEDGER-0832,INV-72694
L00017,2026-07-16,2399.72,Kestrel Marketing Group,INV-71348,paid,LEDGER-0833,INV-71348
L00337,2026-05-18,247.53,Cobalt Freight Lines,INV-76046,paid,LEDGER-0834,INV-76046
L00614,2026-06-04,61.37,Granite Point Consulting,INV-31094,paid,LEDGER-0835,INV-31094
L00471,2026-05-31,316.35,Everline Manufacturing,INV-48230,paid,LEDGER-0836,INV-48230
L00854,2026-07-17,2653.93,Hollow Creek Farms,INV-85324,paid,LEDGER-0837,INV-85324
L00350,2026-06-29,1887.9,Lakeside Property Mgmt,INV-22924,paid,LEDGER-0838,INV-22924
L00330,2026-06-18,2221.16,Yellowbrick Media,INV-20518,paid,LEDGER-0839,INV-20518
L00679,2026-06-24,6954.72,Emberline Foods,INV-40079,paid,LEDGER-0840,INV-40079
L00902,2026-05-31,37388.26,Meridian Software Inc,INV-74124,paid,LEDGER-0841,INV-74124
L00885,2026-06-27,2886.99,Hollow Creek Farms,INV-60070,paid,LEDGER-0842,INV-60070
L00464,2026-06-08,14030.2,Fenwick Office Solutions,INV-91620,paid,LEDGER-0843,INV-91620
L00725,2026-07-24,125.29,Driftwood Café Group,INV-20494,paid,LEDGER-0844,INV-20494
L00946,2026-06-08,2885.75,Orchard Grove Bakery,INV-84350,paid,LEDGER-0845,INV-84350
L00268,2026-05-16,395.5,Lumen Energy Services,INV-77908,paid,LEDGER-0846,INV-77908
L00651,2026-06-05,1496.87,Umbra Digital Studio,INV-57118,paid,LEDGER-0847,INV-57118
L00351,2026-06-22,1941.05,Hollow Creek Farms,INV-15992,paid,LEDGER-0848,INV-15992
L00699,2026-06-07,30138.38,Quorum Legal Advisors,INV-54560,paid,LEDGER-0849,INV-54560
L00940,2026-07-28,21566.56,Lakeside Property Mgmt,INV-18601,paid,LEDGER-0850,INV-18601
L00822,2026-05-12,31014.17,Cedar & Vine Supply Co,INV-16426,paid,LEDGER-0851,INV-16426
L00945,2026-06-11,20425.66,Kingfisher Cable Co,INV-73720,paid,LEDGER-0852,INV-73720
L00626,2026-05-12,1217.17,Everline Manufacturing,INV-55796,paid,LEDGER-0853,INV-55796
L00216,2026-06-19,3244.12,Foxglove Design Co,INV-63578,paid,LEDGER-0854,INV-63578
L00443,2026-06-07,3231.17,Trailmark Equipment Rental,INV-94694,paid,LEDGER-0855,INV-94694
L00287,2026-07-11,935.07,Harbor State Insurance,INV-57920,paid,LEDGER-0856,INV-57920
L00570,2026-07-04,38033.45,Oakstone Realty Holdings,INV-32149,paid,LEDGER-0857,INV-32149
L00743,2026-05-26,223.16,Pinehill Distributors,INV-22315,paid,LEDGER-0858,INV-22315
L00144,2026-06-10,4335.54,Fenwick Office Solutions,INV-92155,paid,LEDGER-0859,INV-92155
L00851,2026-06-28,41105.77,Glacier Point Bank,INV-50683,paid,LEDGER-0860,INV-50683
L00126,2026-05-12,3133.98,Riverbend Hardware,INV-71605,paid,LEDGER-0861,INV-71605
L00716,2026-07-06,45197.17,Lumen Energy Services,INV-51383,paid,LEDGER-0862,INV-51383
L00405,2026-05-26,4423.91,Nightshade Security,INV-69972,paid,LEDGER-0863,INV-69972
L00982,2026-05-09,31663.93,Pinehill Distributors,INV-49965,open,LEDGER-0864,INV-49965
L00308,2026-05-12,390.16,Meridian Software Inc,INV-95498,paid,LEDGER-0865,INV-95498
L00072,2026-06-30,151.09,Trailmark Equipment Rental,INV-90120,paid,LEDGER-0866,INV-90120
L00577,2026-05-06,487.9,Kingfisher Cable Co,INV-81845,paid,LEDGER-0867,INV-81845
L00547,2026-06-17,28018.12,Redstone Contracting,INV-83591,paid,LEDGER-0868,INV-83591
L00757,2026-05-13,325.87,Junction Analytics,INV-96362,paid,LEDGER-0869,INV-96362
L00166,2026-05-13,70.41,Ironwood Materials,INV-40775,paid,LEDGER-0870,INV-40775
L00047,2026-07-23,36659.3,Solace Health Systems,INV-79329,paid,LEDGER-0871,INV-79329
L00289,2026-05-18,11702.33,Vanterra Chemicals,INV-52987,paid,LEDGER-0872,INV-52987
L00523,2026-05-17,127.8,Foxglove Design Co,INV-15593,paid,LEDGER-0873,INV-15593
L00861,2026-05-19,44926.77,Delta Freight Partners,INV-96623,paid,LEDGER-0874,INV-96623
L00600,2026-06-17,18139.26,Westgate Facilities Mgmt,INV-23935,paid,LEDGER-0875,INV-23935
L00218,2026-07-17,16339.81,Granite Point Consulting,INV-29709,paid,LEDGER-0876,INV-29709
L00648,2026-07-19,3520.83,Vanterra Chemicals,INV-19149,paid,LEDGER-0877,INV-19149
L00863,2026-06-14,4609.42,Trailmark Equipment Rental,INV-21703,paid,LEDGER-0878,INV-21703
L00360,2026-06-05,5752.68,Aurora Textiles Ltd,INV-80220,paid,LEDGER-0879,INV-80220
L00390,2026-07-26,4240.77,Foxglove Design Co,INV-75444,paid,LEDGER-0880,INV-75444
L00697,2026-06-14,30160.12,Fenwick Office Solutions,INV-55544,paid,LEDGER-0881,INV-55544
L00860,2026-07-22,4163.3,Prairie Wind Energy,INV-96529,paid,LEDGER-0882,INV-96529
L00257,2026-06-17,1190.47,Nightshade Security,INV-68188,paid,LEDGER-0883,INV-68188
L00613,2026-05-02,4522.4,Driftwood Café Group,INV-78515,paid,LEDGER-0884,INV-78515
L00280,2026-05-21,416.07,Kestrel Marketing Group,INV-75308,paid,LEDGER-0885,INV-75308
L00494,2026-05-03,270.7,Lumen Energy Services,INV-79002,paid,LEDGER-0886,INV-79002
L00062,2026-06-25,6721.57,Lumen Energy Services,INV-55309,paid,LEDGER-0887,INV-55309
L00001,2026-05-14,15044.48,Harbor State Insurance,INV-98696,paid,LEDGER-0888,INV-98696
L00172,2026-06-01,3187.16,Northfield Packaging,INV-26505,paid,LEDGER-0889,INV-26505
L00669,2026-05-06,315.86,Northfield Packaging,INV-26762,paid,LEDGER-0890,INV-26762
L00297,2026-07-07,3023.99,Ironwood Materials,INV-59391,paid,LEDGER-0891,INV-59391
L00636,2026-05-30,30113.79,Everline Manufacturing,INV-43901,paid,LEDGER-0892,INV-43901
L00850,2026-07-08,41784.89,Foxglove Design Co,INV-20295,paid,LEDGER-0893,INV-20295
L00939,2026-06-30,217.77,Everline Manufacturing,INV-79717,paid,LEDGER-0894,INV-79717
L00833,2026-05-25,203.61,Vanterra Chemicals,INV-53321,paid,LEDGER-0895,INV-53321
L00002,2026-05-30,89.12,Lakeside Property Mgmt,INV-76237,paid,LEDGER-0896,INV-76237
L00043,2026-05-27,3043.52,Driftwood Café Group,INV-97782,paid,LEDGER-0897,INV-97782
L00463,2026-06-09,810.17,Cedar & Vine Supply Co,INV-52899,paid,LEDGER-0898,INV-52899
L00921,2026-06-28,768.43,Cedar & Vine Supply Co,INV-64817,paid,LEDGER-0899,INV-64817
L00434,2026-07-01,243.15,Oakstone Realty Holdings,INV-20215,paid,LEDGER-0900,INV-20215
L00551,2026-06-03,3745.77,Umbra Digital Studio,INV-64862,paid,LEDGER-0901,INV-64862
L00252,2026-06-24,18792.31,Granite Point Consulting,INV-31842,paid,LEDGER-0902,INV-31842
L00801,2026-07-21,2363.18,Umbra Digital Studio,INV-45887,paid,LEDGER-0903,INV-45887
L00988,2026-07-19,169.32,Solace Health Systems,INV-22053,open,LEDGER-0904,INV-22053
L00554,2026-06-07,430.44,Trailmark Equipment Rental,INV-22793,paid,LEDGER-0905,INV-22793
L00383,2026-05-26,27311.11,Quorum Legal Advisors,INV-70012,paid,LEDGER-0906,INV-70012
L00964,2026-05-04,237.72,Solace Health Systems,INV-25644,paid,LEDGER-0907,INV-25644
L00802,2026-07-17,13313.59,Junction Analytics,INV-84323,paid,LEDGER-0908,INV-84323
L00209,2026-06-10,19544.37,Nightshade Security,INV-29786,paid,LEDGER-0909,INV-29786
L00513,2026-05-20,723.36,Trailmark Equipment Rental,INV-17144,paid,LEDGER-0910,INV-17144
L00652,2026-06-15,1992.03,Ironwood Materials,INV-50038,paid,LEDGER-0911,INV-50038
L00867,2026-06-16,11258.1,Lakeside Property Mgmt,INV-64687,paid,LEDGER-0912,INV-64687
L00086,2026-05-11,62.13,Lakeside Property Mgmt,INV-94246,paid,LEDGER-0913,INV-94246
L00457,2026-05-22,7494.76,Everline Manufacturing,INV-58193,paid,LEDGER-0914,INV-58193
L00937,2026-07-29,47261.66,Lakeside Property Mgmt,INV-37498,paid,LEDGER-0915,INV-37498
L00582,2026-05-02,241.7,Umbra Digital Studio,INV-28139,paid,LEDGER-0916,INV-28139
L00312,2026-06-29,11039.0,Lakeside Property Mgmt,INV-45761,paid,LEDGER-0917,INV-45761
L00129,2026-07-05,1954.73,Fenwick Office Solutions,INV-10150,paid,LEDGER-0918,INV-10150
L00805,2026-06-22,123.7,Ironwood Materials,INV-39170,paid,LEDGER-0919,INV-39170
L00668,2026-07-01,10100.24,Oakstone Realty Holdings,INV-72786,paid,LEDGER-0920,INV-72786
L00569,2026-05-03,1241.98,Westgate Facilities Mgmt,INV-39939,paid,LEDGER-0921,INV-39939
L00782,2026-05-12,19553.52,Pinehill Distributors,INV-98047,paid,LEDGER-0922,INV-98047
L00253,2026-07-18,690.6,Foxglove Design Co,INV-67008,paid,LEDGER-0923,INV-67008
L00104,2026-07-24,1497.18,Bluepeak Logistics,INV-86225,paid,LEDGER-0924,INV-86225
L00692,2026-07-21,178.91,Kingfisher Cable Co,INV-74797,paid,LEDGER-0925,INV-74797
L00950,2026-05-17,49719.79,Junction Analytics,INV-67788,paid,LEDGER-0926,INV-67788
L00568,2026-06-13,285.85,Prairie Wind Energy,INV-74248,paid,LEDGER-0927,INV-74248
L00942,2026-05-27,124.14,Granite Point Consulting,INV-78247,paid,LEDGER-0928,INV-78247
L00020,2026-05-23,37385.63,Glacier Point Bank,INV-76542,paid,LEDGER-0929,INV-76542
L00908,2026-05-28,3578.4,Umbra Digital Studio,INV-15975,paid,LEDGER-0930,INV-15975
L00240,2026-07-18,308.77,Jasper Metals Corp,INV-56244,paid,LEDGER-0931,INV-56244
L00649,2026-07-28,2527.91,Meridian Software Inc,INV-86568,paid,LEDGER-0932,INV-86568
L00978,2026-05-13,401.36,Jasper Metals Corp,INV-85777,paid,LEDGER-0933,INV-85777
L00030,2026-07-13,157.1,Jasper Metals Corp,INV-85525,paid,LEDGER-0934,INV-85525
L00496,2026-05-15,76.8,Umbra Digital Studio,INV-78982,paid,LEDGER-0935,INV-78982
L00068,2026-06-06,2327.34,Redstone Contracting,INV-37549,paid,LEDGER-0936,INV-37549
L00417,2026-06-01,9608.74,Foxglove Design Co,INV-49021,paid,LEDGER-0937,INV-49021
L00567,2026-06-28,793.79,Orchard Grove Bakery,INV-78195,paid,LEDGER-0938,INV-78195
L00476,2026-06-01,68.15,Prairie Wind Energy,INV-56627,paid,LEDGER-0939,INV-56627
L00326,2026-07-26,2555.59,Ironwood Materials,INV-50392,paid,LEDGER-0940,INV-50392
L00063,2026-05-25,10204.06,Umbra Digital Studio,INV-43386,paid,LEDGER-0941,INV-43386
L00276,2026-07-17,2370.3,Delta Freight Partners,INV-28830,paid,LEDGER-0942,INV-28830
L00991,2026-06-28,16306.92,Lakeside Property Mgmt,INV-98022,open,LEDGER-0943,INV-98022
L00395,2026-06-25,3402.64,Cedar & Vine Supply Co,INV-23886,paid,LEDGER-0944,INV-23886
L00517,2026-06-27,224.39,Lakeside Property Mgmt,INV-15848,paid,LEDGER-0945,INV-15848
L00952,2026-05-19,1046.71,Kestrel Marketing Group,INV-70036,paid,LEDGER-0946,INV-70036
L00521,2026-05-05,8552.98,Nightshade Security,INV-75811,paid,LEDGER-0947,INV-75811
L00505,2026-05-01,144.36,Quorum Legal Advisors,INV-16310,paid,LEDGER-0948,INV-16310
L00243,2026-06-15,336.05,Cedar & Vine Supply Co,INV-18855,paid,LEDGER-0949,INV-18855
L00601,2026-06-22,41982.74,Cedar & Vine Supply Co,INV-24019,paid,LEDGER-0950,INV-24019
L00612,2026-07-13,30302.61,Umbra Digital Studio,INV-97445,paid,LEDGER-0951,INV-97445
L00771,2026-06-05,41987.3,Northfield Packaging,INV-77013,paid,LEDGER-0952,INV-77013
L00246,2026-05-05,783.95,Lumen Energy Services,INV-48462,paid,LEDGER-0953,INV-48462
L00208,2026-07-14,27235.27,Everline Manufacturing,INV-68838,paid,LEDGER-0954,INV-68838
L00054,2026-06-15,116.64,Marrow Fitness Studios,INV-37535,paid,LEDGER-0955,INV-37535
L00124,2026-07-15,35343.43,Quorum Legal Advisors,INV-12719,paid,LEDGER-0956,INV-12719
L00922,2026-07-21,392.15,Kestrel Marketing Group,INV-90154,paid,LEDGER-0957,INV-90154
L00848,2026-05-04,3259.68,Kestrel Marketing Group,INV-71700,paid,LEDGER-0958,INV-71700
L00385,2026-05-18,43677.88,Foxglove Design Co,INV-49378,paid,LEDGER-0959,INV-49378
L00265,2026-07-07,2291.72,Fenwick Office Solutions,INV-63843,paid,LEDGER-0960,INV-63843
L00332,2026-06-08,377.54,Ironwood Materials,INV-70686,paid,LEDGER-0961,INV-70686
L00915,2026-07-03,1007.06,Riverbend Hardware,INV-33111,paid,LEDGER-0962,INV-33111
L00423,2026-07-29,463.45,Driftwood Café Group,INV-27392,paid,LEDGER-0963,INV-27392
L00146,2026-07-30,9429.94,Oakstone Realty Holdings,INV-23173,paid,LEDGER-0964,INV-23173
L00328,2026-06-30,205.04,Emberline Foods,INV-14159,paid,LEDGER-0965,INV-14159
L00990,2026-06-08,42068.25,Northfield Packaging,INV-66742,open,LEDGER-0966,INV-66742
L00400,2026-06-08,93.93,Hollow Creek Farms,INV-15856,paid,LEDGER-0967,INV-15856
L00306,2026-07-27,73.62,Oakstone Realty Holdings,INV-28018,paid,LEDGER-0968,INV-28018
L00060,2026-06-14,1753.71,Meridian Software Inc,INV-94080,paid,LEDGER-0969,INV-94080
L00731,2026-07-01,3379.04,Nightshade Security,INV-39770,paid,LEDGER-0970,INV-39770
L00028,2026-07-15,151.11,Pinehill Distributors,INV-38864,paid,LEDGER-0971,INV-38864
L00186,2026-05-08,41529.62,Emberline Foods,INV-86869,paid,LEDGER-0972,INV-86869
L00334,2026-07-24,134.82,Riverbend Hardware,INV-64950,paid,LEDGER-0973,INV-64950
L00630,2026-07-09,4082.93,Umbra Digital Studio,INV-47070,paid,LEDGER-0974,INV-47070
L00061,2026-05-15,229.86,Jasper Metals Corp,INV-44237,paid,LEDGER-0975,INV-44237
L00174,2026-05-19,4048.9,Vanterra Chemicals,INV-27038,paid,LEDGER-0976,INV-27038
L00695,2026-06-05,211.88,Cedar & Vine Supply Co,INV-62354,paid,LEDGER-0977,INV-62354
L00418,2026-05-16,2068.6,Cedar & Vine Supply Co,INV-41056,paid,LEDGER-0978,INV-41056
L00976,2026-05-16,69.48,Quorum Legal Advisors,INV-88878,paid,LEDGER-0979,INV-88878
L00315,2026-05-13,8903.2,Cobalt Freight Lines,INV-34219,paid,LEDGER-0980,INV-34219
L00158,2026-06-23,1091.35,Orchard Grove Bakery,INV-33021,paid,LEDGER-0981,INV-33021
L00092,2026-05-15,32326.14,Quorum Legal Advisors,INV-31465,paid,LEDGER-0982,INV-31465
L00787,2026-05-28,14405.43,Trailmark Equipment Rental,INV-81620,paid,LEDGER-0983,INV-81620
L00262,2026-06-08,3692.93,Umbra Digital Studio,INV-30644,paid,LEDGER-0984,INV-30644
L00188,2026-05-20,320.18,Solace Health Systems,INV-96079,paid,LEDGER-0985,INV-96079
L00148,2026-07-27,28902.48,Westgate Facilities Mgmt,INV-33600,paid,LEDGER-0986,INV-33600
L00293,2026-07-13,34501.59,Bluepeak Logistics,INV-39824,paid,LEDGER-0987,INV-39824
L00173,2026-05-28,29939.35,Nightshade Security,INV-40539,paid,LEDGER-0988,INV-40539
L00555,2026-07-27,107.57,Hollow Creek Farms,INV-53992,paid,LEDGER-0989,INV-53992
L00102,2026-05-11,365.53,Prairie Wind Energy,INV-41635,paid,LEDGER-0990,INV-41635
L00118,2026-06-06,252.73,Driftwood Café Group,INV-47056,paid,LEDGER-0991,INV-47056
L00094,2026-07-29,84.2,Meridian Software Inc,INV-49529,paid,LEDGER-0992,INV-49529
L00264,2026-05-17,21601.0,Ivy & Oak Print Shop,INV-90209,paid,LEDGER-0993,INV-90209
L00392,2026-07-04,31200.98,Everline Manufacturing,INV-64827,paid,LEDGER-0994,INV-64827
L00325,2026-05-08,2699.73,Northfield Packaging,INV-69432,paid,LEDGER-0995,INV-69432
L00541,2026-06-06,426.94,Kestrel Marketing Group,INV-13597,paid,LEDGER-0996,INV-13597
L00881,2026-07-02,216.4,Foxglove Design Co,INV-33699,paid,LEDGER-0997,INV-33699
L00025,2026-07-07,2638.77,Ironwood Materials,INV-89507,paid,LEDGER-0998,INV-89507
L00425,2026-05-10,1709.23,Junction Analytics,INV-93050,paid,LEDGER-0999,INV-93050
L00185,2026-05-11,479.12,Yellowbrick Media,INV-22219,paid,LEDGER-1000,INV-22219
